Recipe ID,Dish Name,Category,Type,Cuisine,Rating,Prep Time (mins),Nutrients,Taste Profile & Tags,Ingredients,Price (â‚¹),Order Count,Time of Day,Review,Pairing Suggestions,Spice Level,Serving Size,Allergens,Availability,Chef's Special,Calories,Tags,Taste
R76,Schezwan Chicken Fried Rice,Rice & Noodles,Non-Veg,Indo-Chinese,4.8,24,420 kcal / 22g protein / 66g carbs / 10g fat,"Spicy, savory; Tags: Non-Veg, Quick","Rice, chicken, schezwan sauce, vegetables",280,800,Snack,"Perfectly balanced taste, highly recommended.","Plain Rice, Green Salad",Mild,Medium,None,Limited,No,420,Street Food,Tangy
R77,Veg Schezwan Noodles,Rice & Noodles,Veg,Indo-Chinese,4.6,22,370 kcal / 12g protein / 62g carbs / 8g fat,"Spicy, savory; Tags: Veg, Street Food","Noodles, schezwan sauce, vegetables",240,740,Snack,"A customer favorite, full of flavor.","Plain Rice, Green Salad",Mild,Large,Dairy,Always,No,370,Traditional,Spicy
R78,Chicken Schezwan Noodles,Rice & Noodles,Non-Veg,Indo-Chinese,4.7,24,410 kcal / 22g protein / 66g carbs / 10g fat,"Spicy, savory; Tags: Non-Veg, Street Food","Noodles, chicken, schezwan sauce, vegetables",280,780,Snack,"Light, fresh, and very enjoyable.","Garlic Bread, Soup",Mild,Small,None,Seasonal,No,410,Kids Special,Sweet
R79,Hot & Sour Soup (Veg),Starter,Veg,Chinese,4.6,18,180 kcal / 8g protein / 22g carbs / 6g fat,"Spicy, tangy; Tags: Veg, Soup","Mushroom, carrot, tofu, soy sauce, vinegar",160,660,Lunch/Dinner,Absolutely delicious and worth trying again!,"Plain Rice, Green Salad",Mild,Small,Dairy,Seasonal,No,180,Comfort Food,Spicy
R80,Hot & Sour Soup (Chicken),Starter,Non-Veg,Chinese,4.7,20,200 kcal / 14g protein / 18g carbs / 6g fat,"Spicy, tangy; Tags: Non-Veg, Soup","Chicken, mushroom, carrot, soy sauce, vinegar",200,700,Lunch/Dinner,"Light, fresh, and very enjoyable.","French Fries, Coke",Mild,Large,None,Limited,Yes,200,Kids Special,Spicy
R81,Sweet Corn Soup (Veg),Starter,Veg,Chinese,4.6,16,150 kcal / 6g protein / 26g carbs / 4g fat,"Sweet, light; Tags: Veg, Soup","Corn, carrot, beans, soy sauce, spices",140,640,Lunch/Dinner,Authentic taste that feels homemade.,"Tandoori Roti, Dal Fry",Mild,Medium,Dairy,Seasonal,No,150,Street Food,Umami
R82,Sweet Corn Soup (Chicken),Starter,Non-Veg,Chinese,4.7,18,180 kcal / 12g protein / 22g carbs / 4g fat,"Sweet, light; Tags: Non-Veg, Soup","Corn, chicken, carrot, soy sauce, spices",180,680,Lunch/Dinner,"Great value for the price, must-try dish.","Garlic Bread, Soup",Mild,Small,None,Seasonal,No,180,Street Food,Sweet
R83,Veg Clear Soup,Starter,Veg,Chinese,4.5,14,120 kcal / 5g protein / 20g carbs / 2g fat,"Light, healthy; Tags: Veg, Soup, Healthy","Carrot, beans, cabbage, pepper",120,600,Lunch/Dinner,Absolutely delicious and worth trying again!,"French Fries, Coke",Mild,Medium,Dairy,Seasonal,Yes,120,Traditional,Sweet
R84,Chicken Clear Soup,Starter,Non-Veg,Chinese,4.6,16,150 kcal / 12g protein / 14g carbs / 3g fat,"Light, healthy; Tags: Non-Veg, Soup, Healthy","Chicken, carrot, beans, pepper",160,640,Lunch/Dinner,"Great value for the price, must-try dish.","French Fries, Coke",Mild,Medium,None,Always,No,150,Comfort Food,Spicy
R85,Veg Momos,Starter,Veg,Tibetan/Chinese,4.7,20,300 kcal / 10g protein / 44g carbs / 8g fat,"Soft, savory; Tags: Veg, Street Food","Flour, cabbage, carrot, onion, spices",180,780,Lunch/Dinner,"A customer favorite, full of flavor.","French Fries, Coke",Mild,Small,Dairy,Limited,No,300,Modern Twist,Sweet
R86,Chicken Momos,Starter,Non-Veg,Tibetan/Chinese,4.8,22,340 kcal / 16g protein / 40g carbs / 10g fat,"Soft, savory; Tags: Non-Veg, Street Food","Flour, chicken, onion, garlic, spices",220,820,Lunch/Dinner,"Light, fresh, and very enjoyable.","Garlic Bread, Soup",Mild,Medium,None,Limited,No,340,Modern Twist,Spicy
R87,Paneer Momos,Starter,Veg,Tibetan/Chinese,4.7,22,320 kcal / 12g protein / 42g carbs / 9g fat,"Soft, savory; Tags: Veg, Street Food","Flour, paneer, onion, garlic, spices",200,740,Dinner,Loved by both kids and adults alike.,"French Fries, Coke",Medium,Small,Dairy,Limited,Yes,320,Comfort Food,Savory
R88,Fried Momos (Veg),Starter,Veg,Tibetan/Chinese,4.6,24,360 kcal / 10g protein / 46g carbs / 12g fat,"Crispy, savory; Tags: Veg, Street Food","Flour, cabbage, carrot, onion, spices",200,700,Lunch/Dinner,"Comforting and tasty, great with sides.","Plain Rice, Green Salad",Mild,Small,Dairy,Limited,No,360,Street Food,Savory
R89,Fried Momos (Chicken),Starter,Non-Veg,Tibetan/Chinese,4.7,26,400 kcal / 16g protein / 42g carbs / 14g fat,"Crispy, savory; Tags: Non-Veg, Street Food","Flour, chicken, onion, garlic, spices",240,740,Lunch/Dinner,"Perfectly balanced taste, highly recommended.","Plain Rice, Green Salad",Mild,Medium,None,Always,No,400,Street Food,Umami
R90,Tandoori Momos,Starter,Veg/Non-Veg,Fusion,4.8,28,420 kcal / 18g protein / 44g carbs / 16g fat,"Smoky, spicy; Tags: Street Food, Fusion","Flour, paneer/chicken, yogurt, spices",260,800,Lunch/Dinner,"Comforting and tasty, great with sides.","Plain Rice, Green Salad",Mild,Large,None,Seasonal,Yes,420,Kids Special,Sweet
R100,Biryani (Veg),Rice,Veg,Hyderabadi,4.8,38,620 kcal / 18g protein / 96g carbs / 18g fat,"Spicy, aromatic, wholesome; Tags: Veg, Rice","Rice, vegetables, yogurt, spices",320,860,Dinner,"Perfectly balanced taste, highly recommended.","Raita, Salad",Medium,Large,Dairy,Seasonal,Yes,620,Modern Twist,Tangy
R103,Fish Curry (Goan),Main Course,Non-Veg,Goan,4.7,34,520 kcal / 28g protein / 36g carbs / 22g fat,"Tangy, spicy, coastal; Tags: Non-Veg, Curry","Fish, coconut milk, tamarind, spices",380,820,Dinner,"A customer favorite, full of flavor.","Steamed Rice, Rasam",Spicy,Medium,Seafood,Always,Yes,520,Healthy,Sweet
R105,Malai Kofta,Main Course,Veg,North Indian,4.7,34,600 kcal / 16g protein / 48g carbs / 32g fat,"Rich, creamy, slightly sweet; Tags: Veg, Curry","Paneer, potatoes, cream, cashew, spices",340,800,Dinner,"A customer favorite, full of flavor.","Tandoori Roti, Dal Fry",Mild,Medium,Dairy,Seasonal,Yes,600,Street Food,Savory
R110,Seekh Kebab,Starter,Non-Veg,Mughlai,4.8,30,520 kcal / 32g protein / 20g carbs / 26g fat,"Smoky, spicy; Tags: Non-Veg, Grill","Mutton/chicken mince, spices",400,880,Lunch/Dinner,"Great value for the price, must-try dish.","Onion Salad, Rumali Roti",Spicy,Large,None,Limited,No,520,Street Food,Tangy
R111,Veg Thali,Meal Combo,Veg,Indian,4.7,40,900 kcal / 28g protein / 120g carbs / 36g fat,"Wholesome, variety; Tags: Veg, Combo","Dal, sabzi, rice, roti, salad, sweet",360,820,Snack,"A customer favorite, full of flavor.","Plain Rice, Green Salad",Mild,Large,Dairy,Limited,No,900,Kids Special,Sweet
R112,Non-Veg Thali,Meal Combo,Non-Veg,Indian,4.8,42,1100 kcal / 46g protein / 140g carbs / 44g fat,"Wholesome, variety; Tags: Non-Veg, Combo","Chicken curry, dal, rice, roti, salad, sweet",440,880,Snack,"Perfectly balanced taste, highly recommended.","Tandoori Roti, Dal Fry",Mild,Large,None,Always,No,1100,Quick Bite,Sweet
R116,Uttapam,South Indian,Veg,South Indian,4.6,28,460 kcal / 12g protein / 76g carbs / 12g fat,"Soft, savory; Tags: Veg, Breakfast","Rice batter, onion, tomato, chili",220,760,Snack,"A customer favorite, full of flavor.","Sambar, Coconut Chutney",Mild,Large,Dairy,Seasonal,Yes,460,Modern Twist,Umami
R117,Vada Pav,Snack,Veg,Maharashtrian,4.7,18,420 kcal / 8g protein / 54g carbs / 16g fat,"Spicy, savory; Tags: Veg, Street Food","Potato, bun, chutney, chili",120,880,Snack,A staple dish that never disappoints.,"Sambar, Coconut Chutney",Mild,Medium,Dairy,Always,Yes,420,Comfort Food,Umami
R119,Misal Pav,Snack,Veg,Maharashtrian,4.7,26,460 kcal / 14g protein / 60g carbs / 16g fat,"Spicy, tangy; Tags: Veg, Street Food","Sprouted beans, pav bread, farsan, spices",160,840,Snack,A staple dish that never disappoints.,"Garlic Bread, Soup",Mild,Medium,Dairy,Limited,Yes,460,Street Food,Spicy
R120,Pani Puri,Snack,Veg,Indian Street Food,4.9,18,300 kcal / 6g protein / 52g carbs / 8g fat,"Tangy, spicy; Tags: Veg, Street Food","Puri, potato, chickpea, tamarind water",100,960,Snack,A staple dish that never disappoints.,"Garlic Bread, Soup",Mild,Medium,Dairy,Always,No,300,Kids Special,Savory
R124,Chana Masala,Main Course,Veg,Indian (North),4.7,35,340 kcal / 16g protein / 48g carbs / 6g fat,"Spicy, tangy; Tags: Veg, Healthy","Chickpeas, onion, tomato, spices",260,720,Dinner,"Rich flavor profile, always satisfying.","Bhature, Onion Salad",Spicy,Small,Dairy,Limited,Yes,340,Quick Bite,Savory
R127,Kadhi Pakora,Main Course,Veg,Indian (North),4.6,45,400 kcal / 14g protein / 46g carbs / 14g fat,"Tangy, spicy; Tags: Veg, Traditional","Yogurt, gram flour, onion, spices",300,680,Dinner,A staple dish that never disappoints.,"Green Chutney, Masala Chai",Mild,Small,Dairy,Seasonal,No,400,Kids Special,Umami
R128,Matar Paneer,Main Course,Veg,Indian (North),4.7,36,370 kcal / 18g protein / 32g carbs / 16g fat,"Spicy, savory; Tags: Veg, Classic","Green peas, paneer, onion, tomato, spices",340,720,Dinner,"Rich flavor profile, always satisfying.","French Fries, Coke",Medium,Small,Dairy,Seasonal,No,370,Kids Special,Sweet
R131,Butter Naan,Breads,Veg,Indian,4.7,18,280 kcal / 8g protein / 48g carbs / 6g fat,"Soft, buttery; Tags: Veg, Side","Flour, butter, yogurt, yeast",60,950,Dinner,"Rich flavor profile, always satisfying.","Garlic Bread, Soup",Medium,Small,Dairy,Seasonal,No,280,Modern Twist,Sweet
R132,Garlic Naan,Breads,Veg,Indian,4.8,20,300 kcal / 8g protein / 50g carbs / 8g fat,"Soft, garlicky; Tags: Veg, Side","Flour, garlic, butter, yeast",70,970,Dinner,"Rich flavor profile, always satisfying.","Plain Rice, Green Salad",Mild,Small,Dairy,Always,Yes,300,Traditional,Tangy
R133,Club Sandwich,Sandwiches,Non-Veg,Continental,4.6,15,420 kcal / 20g protein / 45g carbs / 18g fat,"Layered, savory; Tags: Quick Meal, Snack","Bread, chicken, lettuce, tomato, mayonnaise",160,850,Dinner,"Perfectly balanced taste, highly recommended.","French Fries, Cold Coffee",Mild,Large,None,Always,No,420,Street Food,Umami
R134,Grilled Cheese Sandwich,Sandwiches,Veg,American,4.7,10,350 kcal / 15g protein / 40g carbs / 15g fat,"Crispy, cheesy; Tags: Comfort Food","Bread, cheddar cheese, butter",120,940,Dinner,"Rich flavor profile, always satisfying.","French Fries, Cold Coffee",Mild,Medium,Dairy,Always,No,350,Healthy,Umami
R135,Paneer Kathi Roll,Street Food,Veg,Indian,4.5,20,390 kcal / 18g protein / 45g carbs / 12g fat,"Spicy, filling; Tags: Street Food, Snack","Paneer, roti, onion, chutney, spices",140,770,Dinner,"Light, fresh, and very enjoyable.","French Fries, Coke",Medium,Medium,Dairy,Seasonal,Yes,390,Healthy,Umami
R136,Chicken Kathi Roll,Street Food,Non-Veg,Indian,4.6,20,420 kcal / 25g protein / 40g carbs / 15g fat,"Juicy, spicy; Tags: Street Food, Quick Bite","Chicken, roti, onion, chutney, spices",160,880,Snack,"Light, fresh, and very enjoyable.","French Fries, Coke",Mild,Large,None,Limited,Yes,420,Traditional,Umami
R137,Veg Wrap,Sandwiches,Veg,Continental,4.4,12,310 kcal / 12g protein / 38g carbs / 10g fat,"Fresh, light; Tags: Healthy, Quick Meal","Tortilla, vegetables, hummus, cheese",130,720,Dinner,Absolutely delicious and worth trying again!,"Plain Rice, Green Salad",Mild,Small,Dairy,Seasonal,No,310,Comfort Food,Umami
R138,Veggie Sub,Sandwiches,Veg,Continental,4.3,12,360 kcal / 14g protein / 48g carbs / 11g fat,"Crunchy, wholesome; Tags: Healthy, Filling","Sub bread, lettuce, tomato, cucumber, cheese",150,690,Snack,"Light, fresh, and very enjoyable.","French Fries, Coke",Mild,Medium,Dairy,Always,No,360,Healthy,Spicy
R139,Chicken Sub,Sandwiches,Non-Veg,Continental,4.6,12,420 kcal / 25g protein / 46g carbs / 14g fat,"Juicy, filling; Tags: Lunch, Quick Meal","Sub bread, grilled chicken, lettuce, mayo",180,810,Snack,Authentic taste that feels homemade.,"French Fries, Coke",Mild,Large,None,Limited,No,420,Comfort Food,Sweet
R140,Paneer Frankie,Street Food,Veg,Indian,4.5,15,350 kcal / 16g protein / 40g carbs / 11g fat,"Spicy, cheesy; Tags: Street Food, Quick Bite","Paneer, roti, cheese, sauces",130,760,Dinner,"Great value for the price, must-try dish.","Garlic Bread, Soup",Medium,Large,Dairy,Limited,Yes,350,Kids Special,Umami
R141,Chicken Frankie,Street Food,Non-Veg,Indian,4.6,15,400 kcal / 23g protein / 42g carbs / 13g fat,"Savory, spicy; Tags: Street Food, Quick Bite","Chicken, roti, cheese, sauces",150,840,Snack,"Comforting and tasty, great with sides.","Plain Rice, Green Salad",Mild,Medium,None,Limited,Yes,400,Street Food,Savory
R142,Paneer Burger,Fast Food,Veg,American,4.4,15,380 kcal / 14g protein / 42g carbs / 14g fat,"Cheesy, crunchy; Tags: Fast Food, Snack","Burger bun, paneer patty, lettuce, sauce",140,720,Dinner,Authentic taste that feels homemade.,"French Fries, Cold Coffee",Medium,Small,Dairy,Always,Yes,380,Healthy,Savory
R143,Chicken Burger,Fast Food,Non-Veg,American,4.7,15,420 kcal / 22g protein / 44g carbs / 16g fat,"Juicy, flavorful; Tags: Fast Food, Filling","Burger bun, chicken patty, lettuce, sauce",160,880,Dinner,A staple dish that never disappoints.,"French Fries, Cold Coffee",Mild,Medium,None,Seasonal,No,420,Kids Special,Spicy
R144,Paneer Shawarma,Street Food,Veg,Middle Eastern,4.5,18,370 kcal / 16g protein / 41g carbs / 12g fat,"Smoky, spiced; Tags: Street Food, Wrap","Paneer, pita bread, tahini, vegetables",150,770,Dinner,"Rich flavor profile, always satisfying.","Tandoori Roti, Dal Fry",Medium,Large,Dairy,Seasonal,No,370,Modern Twist,Tangy
R145,Chicken Shawarma,Street Food,Non-Veg,Middle Eastern,4.7,18,410 kcal / 24g protein / 43g carbs / 13g fat,"Smoky, tangy; Tags: Street Food, Wrap","Chicken, pita bread, tahini, vegetables",170,890,Snack,"Perfectly balanced taste, highly recommended.","Garlic Bread, Soup",Mild,Large,None,Always,Yes,410,Modern Twist,Spicy
R146,Cheese Sandwich,Sandwiches,Veg,Continental,4.3,8,310 kcal / 12g protein / 35g carbs / 10g fat,"Simple, cheesy; Tags: Quick Snack","Bread, cheese, butter",100,710,Dinner,Authentic taste that feels homemade.,"French Fries, Cold Coffee",Mild,Small,Dairy,Seasonal,No,310,Kids Special,Sweet
R147,Paneer Sandwich,Sandwiches,Veg,Continental,4.5,10,340 kcal / 15g protein / 38g carbs / 11g fat,"Cheesy, spicy; Tags: Snack, Quick Meal","Bread, paneer, spices, chutney",120,740,Dinner,"A customer favorite, full of flavor.","French Fries, Cold Coffee",Medium,Medium,Dairy,Always,Yes,340,Street Food,Sweet
R148,Egg Sandwich,Sandwiches,Non-Veg,Continental,4.6,10,330 kcal / 18g protein / 34g carbs / 11g fat,"Soft, savory; Tags: Breakfast, Quick Meal","Bread, boiled egg, mayo, lettuce",110,800,Dinner,"Great value for the price, must-try dish.","French Fries, Cold Coffee",Mild,Large,None,Always,Yes,330,Street Food,Umami
R149,Paneer Parantha,Breads,Veg,Indian,4.6,25,350 kcal / 14g protein / 45g carbs / 12g fat,"Spicy, buttery; Tags: Breakfast, Filling","Flour, paneer, spices, butter",90,790,Dinner,"A customer favorite, full of flavor.","Plain Rice, Green Salad",Medium,Large,Dairy,Seasonal,No,350,Quick Bite,Savory
R150,Aloo Parantha,Breads,Veg,Indian,4.7,25,360 kcal / 10g protein / 48g carbs / 11g fat,"Soft, spicy; Tags: Breakfast, Filling","Flour, potato, spices, butter",80,850,Dinner,A staple dish that never disappoints.,"French Fries, Coke",Mild,Medium,Dairy,Always,Yes,360,Modern Twist,Spicy
R151,Veg Frankie Roll,Snacks,Veg,Indian,4.5,18,340 kcal / 9g protein / 46g carbs / 12g fat,"Spicy, tangy; Tags: Street Food, Wrap","Wheat roti, potatoes, onions, chutney, spices",80,980,Snack,A staple dish that never disappoints.,"Garlic Bread, Soup",Mild,Medium,Dairy,Seasonal,Yes,340,Street Food,Spicy
R152,Chicken Kathi Roll,Snacks,Non-Veg,Indian,4.7,20,390 kcal / 22g protein / 42g carbs / 15g fat,"Juicy, spiced; Tags: Street Food, Wrap","Paratha, chicken, onion, green chutney",120,1140,Snack,"Light, fresh, and very enjoyable.","Tandoori Roti, Dal Fry",Mild,Small,None,Seasonal,Yes,390,Healthy,Umami
R153,Paneer Bhurji Sandwich,Snacks,Veg,Indian,4.4,15,320 kcal / 14g protein / 40g carbs / 10g fat,"Soft, spiced; Tags: Sandwich, Quick Bite","Bread, paneer, onion, tomato, spices",75,940,Dinner,"Light, fresh, and very enjoyable.","French Fries, Cold Coffee",Medium,Large,Dairy,Always,No,320,Modern Twist,Sweet
R154,Egg Mayo Sandwich,Snacks,Non-Veg,Continental,4.6,12,310 kcal / 13g protein / 36g carbs / 11g fat,"Creamy, savory; Tags: Sandwich, Breakfast","Bread, boiled eggs, mayonnaise, pepper",85,890,Dinner,"Great value for the price, must-try dish.","French Fries, Cold Coffee",Mild,Small,None,Limited,No,310,Street Food,Umami
R155,Tuna Melt Sandwich,Snacks,Non-Veg,Continental,4.7,15,360 kcal / 22g protein / 38g carbs / 13g fat,"Cheesy, tangy; Tags: Sandwich, Cafe","Tuna, cheese, bread, onion, mayo",140,780,Dinner,"Perfectly balanced taste, highly recommended.","French Fries, Cold Coffee",Mild,Small,None,Always,No,360,Street Food,Umami
R156,Veg Paneer Wrap,Snacks,Veg,Fusion,4.5,17,350 kcal / 12g protein / 44g carbs / 11g fat,"Cheesy, spiced; Tags: Wrap, Fusion","Wrap bread, paneer, onion, capsicum, sauce",95,970,Dinner,Absolutely delicious and worth trying again!,"Plain Rice, Green Salad",Medium,Medium,Dairy,Limited,No,350,Quick Bite,Savory
R157,Peri Peri Chicken Wings,Snacks,Non-Veg,American,4.8,25,420 kcal / 28g protein / 20g carbs / 18g fat,"Spicy, smoky; Tags: Starter, Party Food","Chicken wings, peri peri sauce, spices",180,1240,Snack,"Great value for the price, must-try dish.","Tandoori Roti, Dal Fry",Mild,Large,None,Always,Yes,420,Kids Special,Spicy
R158,Cheese Garlic Bread,Breads,Veg,Italian,4.6,12,330 kcal / 9g protein / 42g carbs / 11g fat,"Cheesy, garlicky; Tags: Side, Cafe","Bread, cheese, garlic, butter",110,960,Dinner,Authentic taste that feels homemade.,"Garlic Bread, Soup",Mild,Large,"Gluten, Dairy",Always,No,330,Kids Special,Savory
R159,Falafel Wrap,Snacks,Veg,Middle Eastern,4.7,22,370 kcal / 13g protein / 48g carbs / 12g fat,"Crispy, spiced; Tags: Vegan, Wrap","Falafel, pita bread, hummus, veggies",130,890,Dinner,Authentic taste that feels homemade.,"Tandoori Roti, Dal Fry",Mild,Medium,Dairy,Seasonal,No,370,Comfort Food,Sweet
R160,Chicken Caesar Wrap,Snacks,Non-Veg,Continental,4.6,18,400 kcal / 26g protein / 38g carbs / 14g fat,"Creamy, savory; Tags: Wrap, Healthy","Chicken, lettuce, Caesar dressing, wrap bread",150,920,Dinner,Loved by both kids and adults alike.,"Tandoori Roti, Dal Fry",Mild,Medium,None,Always,No,400,Modern Twist,Umami
R161,Grilled Veg Panini,Snacks,Veg,Italian,4.6,16,350 kcal / 11g protein / 44g carbs / 12g fat,"Grilled, cheesy; Tags: Cafe, Sandwich","Bread, zucchini, capsicum, cheese, pesto",140,840,Snack,A staple dish that never disappoints.,"Plain Rice, Green Salad",Mild,Small,Dairy,Seasonal,Yes,350,Traditional,Spicy
R162,BBQ Chicken Pizza Sandwich,Snacks,Non-Veg,Fusion,4.7,20,420 kcal / 24g protein / 46g carbs / 16g fat,"BBQ, cheesy; Tags: Fusion, Fast Food","Bread, chicken, BBQ sauce, cheese, onion",160,780,Dinner,"A customer favorite, full of flavor.","French Fries, Cold Coffee",Mild,Large,Gluten,Limited,Yes,420,Quick Bite,Spicy
R163,Corn & Cheese Sandwich,Snacks,Veg,Continental,4.5,12,320 kcal / 10g protein / 38g carbs / 10g fat,"Sweet, cheesy; Tags: Quick Bite, Kids","Bread, sweet corn, cheese, mayo",90,860,Dinner,"Comforting and tasty, great with sides.","French Fries, Cold Coffee",Mild,Large,Dairy,Limited,No,320,Street Food,Tangy
R164,Mutton Seekh Kebab Roll,Snacks,Non-Veg,Mughlai,4.8,22,440 kcal / 27g protein / 34g carbs / 18g fat,"Spiced, smoky; Tags: Kebab, Street Food","Seekh kebab, paratha, onion, chutney",170,1180,Dinner,"Comforting and tasty, great with sides.","Onion Salad, Rumali Roti",Spicy,Medium,None,Limited,Yes,440,Healthy,Tangy
R165,Paneer Tandoori Wrap,Snacks,Veg,Indian,4.6,18,360 kcal / 14g protein / 44g carbs / 12g fat,"Smoky, spicy; Tags: Wrap, Indian","Paneer tikka, onion, paratha, chutney",120,940,Dinner,"Comforting and tasty, great with sides.","Plain Rice, Green Salad",Medium,Small,Dairy,Limited,Yes,360,Healthy,Spicy
R166,Smoked Chicken Sub,Snacks,Non-Veg,American,4.7,15,430 kcal / 28g protein / 44g carbs / 16g fat,"Smoky, filling; Tags: Sub, Fast Food","Bread, chicken, lettuce, cheese, BBQ sauce",160,870,Snack,"Comforting and tasty, great with sides.","French Fries, Coke",Mild,Large,None,Seasonal,Yes,430,Kids Special,Savory
R167,Veggie Delight Sub,Snacks,Veg,Continental,4.4,14,310 kcal / 9g protein / 42g carbs / 9g fat,"Fresh, crunchy; Tags: Sub, Healthy","Bread, cucumber, tomato, lettuce, sauces",120,750,Snack,A staple dish that never disappoints.,"Garlic Bread, Soup",Mild,Large,Dairy,Seasonal,No,310,Traditional,Spicy
R168,Avocado Toast,Breakfast,Veg,Continental,4.7,10,280 kcal / 8g protein / 34g carbs / 11g fat,"Creamy, fresh; Tags: Breakfast, Healthy","Bread, avocado, lemon, chili flakes",150,1020,Snack,"Light, fresh, and very enjoyable.","Garlic Bread, Soup",Mild,Large,Dairy,Limited,Yes,280,Quick Bite,Spicy
R169,Club Chicken Sandwich,Snacks,Non-Veg,Continental,4.6,16,390 kcal / 25g protein / 36g carbs / 14g fat,"Juicy, layered; Tags: Sandwich, Cafe","Bread, chicken, lettuce, tomato, mayo",140,930,Dinner,"Great value for the price, must-try dish.","French Fries, Cold Coffee",Mild,Large,None,Always,No,390,Healthy,Tangy
